impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,location_for_map,Memo
K17-104128,A543479,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1785454,In Public Home,,Dog,,Male,Dachshund,Brown,10/23/2017 12:00:00 AM,Date Found,,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1785454,Image Copyright HLP Inc. 2017,,
K17-103307,A539942,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1775709,LOST,Toothless,Cat,,Female,Domestic Mediumhair,Unknown,09/27/2017 12:00:00 AM,Date Lost,AT PARK PLACE APARTMENTS,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1775709,Image Copyright HLP Inc. 2017,"AT PARK PLACE APARTMENTS
",
K17-103713,A541802,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1780168,LOST,Odin,Cat,,Male,Domestic Mediumhair,Unknown,10/05/2017 12:00:00 AM,Date Lost,22000 SE 268TH ST,MAPLE VALLEY,WA,98038,MAPLE VALLEY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1780168,Image Copyright HLP Inc. 2017,"22000 SE 268TH ST
MAPLE VALLEY, WA 98038
",
K17-104608,A545563,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1791008,LOST,Starsky,Dog,,Male,Miniature Schnauzer,Unknown,11/07/2017 12:00:00 AM,Date Lost,UNION AVE,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1791008,Image Copyright HLP Inc. 2017,"UNION AVE
",
K17-103439,A540615,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1777365,LOST,Kiki,Cat,,Male,Norwegian Forest Cat,Unknown,10/01/2017 12:00:00 AM,Date Lost,24200 143RD AVE SE,KENT,WA,98042,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1777365,Image Copyright HLP Inc. 2017,"24200 143RD AVE SE
KENT, WA 98042
",
K17-103302,A539935,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1775648,LOST,Mia,Cat,,Female,American Shorthair,Unknown,09/27/2017 12:00:00 AM,Date Lost,17000 4TH AVE NE,SHORELINE,WA,98155,SHORELINE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1775648,Image Copyright HLP Inc. 2017,"17000 4TH AVE NE
SHORELINE, WA 98155
",
K17-104354,A544344,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1787927,LOST,Oreo,Goat/sheep,,Female,Goat/sheep,Unknown,10/29/2017 12:00:00 AM,Date Lost,AMBAUM,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1787927,Image Copyright HLP Inc. 2017,"AMBAUM
",
K17-103724,A541857,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1780305,LOST,Nagi,Cat,,Female,Domestic Shorthair,Unknown,10/09/2017 12:00:00 AM,Date Lost,1110 E. HOWELL ST. UNIT C,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1780305,Image Copyright HLP Inc. 2017,"1110 E. HOWELL ST. UNIT C
",
K17-104437,A544850,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1789003,LOST,Grady,Cat,,Male,Domestic Mediumhair,Unknown,10/24/2017 12:00:00 AM,Date Lost,13200 NEWCASTLE WAY,NEWCASTLE,WA,98059,NEWCASTLE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1789003,Image Copyright HLP Inc. 2017,"13200 NEWCASTLE WAY
NEWCASTLE, WA 98059
",
K17-104406,A544642,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1788707,LOST,Marzi,Cat,,Male,American Shorthair,Unknown,10/16/2017 12:00:00 AM,Date Lost,14000 240TH AVE SE,ISSAQUAH,WA,98027,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1788707,Image Copyright HLP Inc. 2017,"14000 240TH AVE SE
ISSAQUAH, WA 98027
",
K17-104126,A543469,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1785432,LOST,Pip,Cat,,Male,American Shorthair,Unknown,10/20/2017 12:00:00 AM,Date Lost,5600 LAKEVIEW DR,KIRKLAND,WA,98033,KIRKLAND,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1785432,Image Copyright HLP Inc. 2017,"5600 LAKEVIEW DR
KIRKLAND, WA 98033
",
K17-103319,A539988,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1775852,LOST,Snowy,Cat,,Male,Persian,Unknown,09/26/2017 12:00:00 AM,Date Lost,9500 117TH PL NE,KIRKLAND,WA,98033,KIRKLAND,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1775852,Image Copyright HLP Inc. 2017,"9500 117TH PL NE
KIRKLAND, WA 98033
",
K17-103636,A541502,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1779415,LOST,Ricky,Dog,,Male,West Highland White Terrier,Unknown,10/06/2017 12:00:00 AM,Date Lost,25800 NE 25TH ST,REDMOND,WA,98053,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1779415,Image Copyright HLP Inc. 2017,"25800 NE 25TH ST
REDMOND, WA 98053
",
K17-103442,A540618,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1777433,In Public Home,,Dog,,Female,Bull Terrier,Brown / Black,10/01/2017 12:00:00 AM,Date Found,25400 213TH PL SE,MAPLE VALLEY,WA,98038,MAPLE VALLEY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1777433,Image Copyright HLP Inc. 2017,"25400 213TH PL SE
MAPLE VALLEY, WA 98038
",
K17-104180,A543781,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1786235,LOST,Gus,Cat,,Male,Russian Blue,Unknown,10/24/2017 12:00:00 AM,Date Lost,275TH AND 141ST COURT,DUVA,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1786235,Image Copyright HLP Inc. 2017,"275TH AND 141ST COURT
DUVA
",
K17-103582,A541190,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1778879,LOST,Paloma,Dog,,Female,Pomeranian,Unknown,10/03/2017 12:00:00 AM,Date Lost,21900 SE 242ND ST,MAPLE VALLEY,WA,98038,MAPLE VALLEY,47.385052,-122.049562,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1778879,Image Copyright HLP Inc. 2017,"21900 SE 242ND ST
MAPLE VALLEY, WA 98038
(47.385052, -122.049562)",
K17-103378,A540356,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1776927,LOST,Penny,Dog,,Female,Labrador Retriever,Unknown,09/30/2017 12:00:00 AM,Date Lost,8204 MUKILTEO SPEEDWAY,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1776927,Image Copyright HLP Inc. 2017,"8204 MUKILTEO SPEEDWAY
",
K17-104472,A545087,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1789690,LOST,Sebastin,Cat,,Male,Domestic Longhair,Unknown,10/30/2017 12:00:00 AM,Date Lost,19629 65TH AVE SE,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1789690,Image Copyright HLP Inc. 2017,"19629 65TH AVE SE
",
K17-104377,A544470,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1788292,In Public Home,,Cat,,Female,Domestic Longhair,Black / White,10/29/2017 12:00:00 AM,Date Found,21100 INTERNATIONAL BLVD,SEATAC,WA,98198,SEATAC,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1788292,Image Copyright HLP Inc. 2017,"21100 INTERNATIONAL BLVD
SEATAC, WA 98198
",
K17-103626,A541493,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1779260,LOST,Casper,Cat,,Male,Persian,Unknown,10/06/2017 12:00:00 AM,Date Lost,26600 175TH AVE SE,COVINGTON,WA,98042,COVINGTON,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1779260,Image Copyright HLP Inc. 2017,"26600 175TH AVE SE
COVINGTON, WA 98042
",
K17-104030,A543181,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1783996,LOST,Lucky Chance,Cat,,Male,Domestic Shorthair,Unknown,10/14/2017 12:00:00 AM,Date Lost,23300 91ST AVE S,APT,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1783996,Image Copyright HLP Inc. 2017,"23300 91ST AVE S
APT
",
K17-103782,A542084,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1781050,In Public Home,,Cat,,Female,Maine Coon,Black / Brown,10/06/2017 12:00:00 AM,Date Found,26900 SE 200TH ST,MAPLE VALLEY,WA,98038,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1781050,Image Copyright HLP Inc. 2017,"26900 SE 200TH ST
MAPLE VALLEY, WA 98038
",
K17-103414,A540408,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1777222,LOST,Knight,Cat,,Male,Russian Blue,Unknown,09/29/2017 12:00:00 AM,Date Lost,12100 SE 292ND ST,KENT,WA,98092,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1777222,Image Copyright HLP Inc. 2017,"12100 SE 292ND ST
KENT, WA 98092
",
K17-103691,A541550,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1779778,In Public Home,,Dog,,Female,Rottweiler,Unknown,10/07/2017 12:00:00 AM,Date Found,,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1779778,Image Copyright HLP Inc. 2017,,
K17-104161,A543700,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1785968,LOST,Ralph,Dog,,Male,Chihuahua - Long Haired,Unknown,10/17/2017 12:00:00 AM,Date Lost,160TH AVE SE,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1785968,Image Copyright HLP Inc. 2017,"160TH AVE SE
",
K17-103823,A542279,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1781592,LOST,Jera,Dog,,Female,Labrador Retriever,Unknown,10/11/2017 12:00:00 AM,Date Lost,900 2ND AVE N,KENT,WA,98032,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1781592,Image Copyright HLP Inc. 2017,"900 2ND AVE N
KENT, WA 98032
",
K17-103359,A540191,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1776374,LOST,Bujo,Dog,,Male,Pug,Unknown,09/28/2017 12:00:00 AM,Date Lost,HOUSER WAY AND BURNETT AVE S,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1776374,Image Copyright HLP Inc. 2017,"HOUSER WAY AND BURNETT AVE S
",
K17-104515,A545163,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1790245,LOST,Buffy,Cat,,Female,Manx,Unknown,10/01/2017 12:00:00 AM,Date Lost,14200 SE 281ST PL,KENT,WA,98042,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1790245,Image Copyright HLP Inc. 2017,"14200 SE 281ST PL
KENT, WA 98042
",
K17-103737,A541866,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1780413,LOST,Mooch,Cat,,,Domestic Shorthair,Unknown,10/08/2017 12:00:00 AM,Date Lost,11200 115TH PL NE,KIRKLAND,WA,98033,KIRKLAND,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1780413,Image Copyright HLP Inc. 2017,"11200 115TH PL NE
KIRKLAND, WA 98033
",
K17-104382,A544489,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1788343,LOST,Blue,Dog,,Male,Chihuahua - Smooth Coated,Unknown,10/24/2017 12:00:00 AM,Date Lost,2215 SW 106,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1788343,Image Copyright HLP Inc. 2017,"2215 SW 106
",
K17-104545,A545452,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1790679,LOST,Kiwi,Dog,,Female,Havanese,Unknown,10/22/2017 12:00:00 AM,Date Lost,5201 CAYUSE LANE,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1790679,Image Copyright HLP Inc. 2017,"5201 CAYUSE LANE
",
K17-103965,A542918,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1783302,LOST,Pippin,Cat,,Female,Domestic Shorthair,Unknown,10/16/2017 12:00:00 AM,Date Lost,SHERIDAN BEACH TERRACE APARTMENTS,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1783302,Image Copyright HLP Inc. 2017,"SHERIDAN BEACH TERRACE APARTMENTS
",
K17-104514,A545162,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1790166,LOST,Prince,Cat,,Male,Domestic Mediumhair,Unknown,10/28/2017 12:00:00 AM,Date Lost,,,,14152,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1790166,Image Copyright HLP Inc. 2017,"14152
",
K17-104292,A544206,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1787325,LOST,Sammy,Dog,,Male,Pit Bull,Unknown,10/27/2017 12:00:00 AM,Date Lost,11600 NE 140TH ST,KIRKLAND,WA,98034,KIRKLAND,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1787325,Image Copyright HLP Inc. 2017,"11600 NE 140TH ST
KIRKLAND, WA 98034
",
K17-104453,A544877,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1789135,LOST,Jake,Dog,,Male,Shetland Sheepdog,Unknown,11/01/2017 12:00:00 AM,Date Lost,194TH AVE NE AND NE 190TH STREEE,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1789135,Image Copyright HLP Inc. 2017,"194TH AVE NE AND NE 190TH STREEE
",
K17-103678,A541535,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1779644,LOST,Lucabn,Cat,,Male,Norwegian Forest Cat,Unknown,10/07/2017 12:00:00 AM,Date Lost,2800 14TH AVE S,SEATTLE,WA,98144,SEATTLE,47.577928,-122.315155,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1779644,Image Copyright HLP Inc. 2017,"2800 14TH AVE S
SEATTLE, WA 98144
(47.577928, -122.315155)",
K17-104597,A545538,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1790869,LOST,Luna,Dog,,Female,Pit Bull,Unknown,11/05/2017 12:00:00 AM,Date Lost,200 SW 5TH PL,RENTON,WA,98057,RENTON,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1790869,Image Copyright HLP Inc. 2017,"200 SW 5TH PL
RENTON, WA 98057
",
K17-104219,A543942,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1786598,LOST,Jera,Dog,,Female,Australian Terrier,Unknown,10/11/2017 12:00:00 AM,Date Lost,900 2ND AVE N,KENT,WA,98032,KENT,47.390474,-122.235103,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1786598,Image Copyright HLP Inc. 2017,"900 2ND AVE N
KENT, WA 98032
(47.390474, -122.235103)",
K17-104294,A544208,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1787389,In Public Home,,Cat,,,Domestic Mediumhair,Unknown,10/27/2017 12:00:00 AM,Date Found,26400 189TH AVE SE,COVINGTON,WA,98042,COVINGTON,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1787389,Image Copyright HLP Inc. 2017,"26400 189TH AVE SE
COVINGTON, WA 98042
",
K17-104391,A544597,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1788548,LOST,Rutger,Dog,,Male,German Shepherd,Unknown,10/31/2017 12:00:00 AM,Date Lost,116TH AVE AND 60TH ST SE,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1788548,Image Copyright HLP Inc. 2017,"116TH AVE AND 60TH ST SE
",
K17-104316,A544226,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1787598,LOST,Harpo,Dog,,Male,Lhasa Apso,Unknown,10/28/2017 12:00:00 AM,Date Lost,5500 S 226TH ST,KENT,WA,98032,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1787598,Image Copyright HLP Inc. 2017,"5500 S 226TH ST
KENT, WA 98032
",
K17-104385,A544492,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1788447,LOST,Hudson,Dog,,Male,Labrador Retriever,Unknown,10/30/2017 12:00:00 AM,Date Lost,2100 E HAMLIN ST,SEATTLE,WA,98112,SEATTLE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1788447,Image Copyright HLP Inc. 2017,"2100 E HAMLIN ST
SEATTLE, WA 98112
",
K17-103413,A540407,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1777219,LOST,Monster,Cat,,Male,Siamese,Unknown,10/01/2017 12:00:00 AM,Date Lost,12100 SE 292ND ST,KENT,WA,98092,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1777219,Image Copyright HLP Inc. 2017,"12100 SE 292ND ST
KENT, WA 98092
",
K17-104617,A545630,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1791077,LOST,Tyson,Dog,,Male,Rottweiler,Unknown,11/05/2017 12:00:00 AM,Date Lost,21600 121ST STREET CT E,BONNEY LAKE,WA,98391,PIERCE COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1791077,Image Copyright HLP Inc. 2017,"21600 121ST STREET CT E
BONNEY LAKE, WA 98391
",
K17-104272,A544172,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1787212,LOST,Sadie,Dog,,Female,German Shepherd,Unknown,10/27/2017 12:00:00 AM,Date Lost,16745 AIR CARGO ROAD,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1787212,Image Copyright HLP Inc. 2017,"16745 AIR CARGO ROAD
",
K17-103886,A542550,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1782124,LOST,Maddie,Dog,,Female,Boxer,Unknown,10/13/2017 12:00:00 AM,Date Lost,16800 35TH AVE S,SEATAC,WA,98188,SEATAC,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1782124,Image Copyright HLP Inc. 2017,"16800 35TH AVE S
SEATAC, WA 98188
",
K17-103445,A540621,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1777466,LOST,Chloe,Cat,,Female,Domestic Shorthair,Unknown,09/29/2017 12:00:00 AM,Date Lost,146TH N.E. AND 26TH AVE.,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1777466,Image Copyright HLP Inc. 2017,"146TH N.E. AND 26TH AVE.
",
